Year,Month,Model_Name,Models_Created,Algorithm_Type,Data_Size_GB,Training_Time_Hours,Accuracy,Precision,Recall,F1_Score,Validation_Split,Epochs,Batch_Size,Optimizer,Investment_Million_USD,Public_Acceptance,Investment_in_Billion_USD,Public_Acceptance_Percentage,Number_of_Employees,Tech_Advancements,Industry_Adoption,Regulatory_Environment,Public_Awareness
2015,12,Model_13,7.0,Unsupervised,519.3414515491503,53.7302751439129,0.7538694147370262,0.9238997819095951,0.7204604743976519,0.761463139309041,0.2,93,32.0,SGD,758.206057509209,0.63,0.758206057509209,85.29064465963981,0,High,High,Flexible,High
2010,8,Model_25,11.0,Supervised,297.898776940516,38.83266220557165,0.7980386572026947,0.9537376568455778,0.6398665153230811,0.8521615728263039,0.23,82,128.0,SGD,900.3315465815193,0.45,0.9003315465815194,54.48562164081081,0,Low,Low,Strict,Low
2017,10,Model_100,4.0,Supervised,254.23176736023,35.72448355301419,0.5405715223765674,0.699971192035182,0.4858211122848849,0.8638142297214528,0.21,403,512.0,Adam,2692.87797848774,0.56,2.69287797848774,64.63982821376955,2,High,High,Strict,High
2015,5,Model_89,6.0,Reinforcement,388.1590590036973,29.57409033776545,0.8595922059391956,0.7921334640792813,0.6310997807999843,0.6203511208798261,0.28,117,128.0,SGD,774.2974899340605,0.59,0.7742974899340606,65.04338446689526,0,High,High,Strict,High
2012,2,Model_92,3.0,Supervised,886.0001456967361,61.46848864523377,0.5783589593685116,1.0,0.8558109793841242,0.5558434068135141,0.12,69,128.0,RMSprop,263.7863531811684,0.46,0.2637863531811684,75.12396125615462,0,High,Low,Moderate,High
2018,3,Model_42,3.0,Supervised,515.8526881519872,71.106104624247,0.5457666533281671,0.5278608096707122,0.3110767698337835,0.6087691827428064,0.11,129,32.0,Adamax,9571.087480878592,0.71,9.571087480878592,64.92284839425393,4,High,High,Strict,High
2011,6,Model_39,1.0,Unsupervised,1653.550555882751,7.217731099602274,1.0,0.7690222408480604,0.4645245844667853,0.8387828642384657,0.19,379,512.0,Adam,578.9616906416567,0.36,0.5789616906416567,65.61314233786325,0,High,Low,Strict,High
2020,11,Model_30,3.0,Unsupervised,1457.097786893309,25.31115218328755,0.8206155273855141,0.7922642357810745,0.7401800318273186,0.6570895389496214,0.28,379,16.0,Adamax,16909.49473382013,0.78,16.90949473382013,76.78373150318689,10,High,Low,Moderate,Very High
2017,11,Model_5,6.0,Supervised,491.8773597045484,3.469019947767129,0.8434058283739162,0.721656031244269,0.5975944277185516,0.5790246281190934,0.22,331,128.0,Adam,1847.003512552653,0.72,1.847003512552653,65.81751646827374,1,High,High,Strict,High
2019,5,Model_81,3.0,Supervised,992.3650742987594,100.0803989493589,0.6783935645682622,0.6057908160460113,0.6848717655158886,0.6550961361838508,0.24,354,32.0,SGD,94611.52106143684,0.81,94.61152106143685,88.18557722988548,23,Very High,Low,Flexible,High
2012,11,Model_18,2.0,Unsupervised,254.7293588380228,97.60385453539227,0.6117397020594174,0.6285404479411758,0.8875356709119107,0.7418447929160171,0.28,61,16.0,Adam,279.2158194069444,0.49,0.2792158194069445,71.16377804015639,0,High,Low,Moderate,High
2022,4,Model_21,6.0,Unsupervised,552.6076559059777,47.61734142344714,0.6055549051212039,0.479111791741883,0.7322025967805227,0.8551671806366927,0.13,245,256.0,SGD,44843.47790066332,0.84,44.84347790066332,64.96576895674816,21,High,Low,Strict,High
2021,4,Model_86,4.0,Unsupervised,879.8963807835669,69.15554061555926,0.8666201041318555,0.7156341088417386,0.9705043717515551,0.7927516205000796,0.22,377,128.0,Adam,86706.62150905581,0.78,86.70662150905581,69.97854219434278,26,High,Low,Strict,High
2014,5,Model_50,3.0,Reinforcement,472.4770178897585,15.68511619237402,0.683050893315089,0.7117089027236877,0.8449359741705893,0.8543477087408581,0.14,144,64.0,Adamax,637.8295577712864,0.59,0.6378295577712865,81.57554451229066,0,High,High,Moderate,High
2015,2,Model_6,6.0,Unsupervised,647.0348578584698,69.9281414570032,0.6823731079050018,0.7011649500327466,0.7520084848195315,0.4762018870625778,0.26,322,32.0,SGD,670.1692390995673,0.56,0.6701692390995674,63.09990965037957,0,High,High,Strict,High
2019,9,Model_50,2.0,Reinforcement,594.4491678308859,89.4211073275056,0.9985055066754357,0.5740260766325906,0.5745528653438728,0.5716224572105315,0.25,204,256.0,RMSprop,87460.9883011007,0.86,87.4609883011007,74.53686624823,22,High,Low,Moderate,High
2015,2,Model_80,3.0,Supervised,896.7416184267321,137.0378252333225,0.8993084788423343,0.652334098496625,0.9308867473570094,0.8597761853362197,0.12,462,256.0,Adam,628.039313965917,0.62,0.6280393139659171,63.85781324911903,0,High,High,Strict,High
2013,10,Model_66,10.0,Unsupervised,557.7328793674566,40.44557446447018,0.4211017747906126,0.533727557704195,0.4751357954214732,0.6553937171233479,0.29,90,512.0,Adamax,659.5605485210001,0.55,0.6595605485210001,74.62990322370145,0,High,High,Moderate,High
2012,2,Model_1,7.0,Reinforcement,428.2784663734743,81.09098631701247,0.6895259022199881,0.6948146083097511,0.8189675322546401,0.5561534263288914,0.18,381,64.0,Adam,771.4457000953923,0.45,0.7714457000953924,79.00537642192599,0,High,Low,Moderate,High
2013,10,Model_57,4.0,Unsupervised,215.034210396523,53.19616391435169,0.7188574589512182,0.5454216976502918,0.8030369351943428,0.5295111333587923,0.12,388,32.0,Adam,814.9350832455708,0.55,0.8149350832455708,100.0,0,High,High,Flexible,High
2010,9,Model_30,1.0,Unsupervised,230.8774792432817,33.98338614632135,0.9240199263471914,0.8456762682045059,0.8216956250352346,1.0,0.15,353,16.0,Adam,746.1859089749686,0.43,0.7461859089749686,89.60581251626485,0,High,Low,Flexible,High
2013,3,Model_58,3.0,Supervised,539.1888795184709,56.82363243295964,0.75819152051315,0.8035436947299613,0.6055928564234409,0.5428219662579095,0.28,60,512.0,SGD,200.3482370638312,0.47,0.2003482370638312,86.86658661453976,0,High,High,Flexible,High
2010,10,Model_52,7.0,Reinforcement,169.9587046313302,69.62920617890707,0.7453871676673315,0.5378646564573006,0.5240371946362894,0.7936818823228979,0.2,144,64.0,SGD,494.559714894403,0.34,0.494559714894403,76.38914228015129,0,High,Low,Moderate,High
2021,7,Model_37,7.0,Reinforcement,196.9664598289584,119.240836117471,0.5429968622793037,0.4797169316888308,0.8155340113895055,0.779017314918089,0.24,124,64.0,Adam,33552.43749298147,0.92,33.55243749298148,67.44274271309936,16,High,Low,Strict,High
2010,4,Model_48,3.0,Unsupervised,360.3514320424671,85.84773610242358,0.773313771346443,0.7555477706873934,0.736815990772721,0.4870166351120589,0.19,247,256.0,SGD,315.5467671887309,0.43,0.3155467671887309,78.98096258580334,0,High,Low,Moderate,High
2019,6,Model_87,7.0,Supervised,93.4376940907665,26.15173019165127,0.4835799608209803,0.7194157584170482,0.6724093865444294,0.856747561302472,0.12,24,64.0,Adamax,16556.93423228051,0.76,16.55693423228051,95.89064085625014,9,High,Low,Flexible,High
2015,4,Model_1,2.0,Supervised,204.0623611981246,39.04168537400169,0.8468228661968958,0.7376396459443458,0.6950082264124033,0.8053441770452407,0.23,360,128.0,RMSprop,589.4751459815684,0.67,0.5894751459815684,65.58648039469125,0,High,High,Strict,High
2014,10,Model_19,5.0,Supervised,539.942980495958,29.36599241669354,0.7682687287195816,1.0,0.7615158129437991,0.7333413752951323,0.3,278,32.0,SGD,353.1886097857969,0.55,0.3531886097857969,70.13900836023383,0,High,High,Moderate,High
2020,7,Model_46,2.0,Unsupervised,261.4142063000017,62.48929950959145,0.7995291074084409,0.7077033120765072,0.6858311105204132,0.4585929298677899,0.2,430,64.0,SGD,54601.83814939494,0.76,54.60183814939494,51.86469643951533,19,High,Low,Strict,High
2013,1,Model_67,4.0,Supervised,928.3284185616228,102.7806859498893,0.9295918715200013,0.5140677577598298,0.6269332288728334,0.9887737131843605,0.14,397,16.0,SGD,114.8107788684185,0.48,0.1148107788684185,64.43352005897233,0,High,High,Strict,High
2022,3,Model_2,5.0,Supervised,94.3912730125782,61.83521191702319,0.8147705347973602,0.8772017446270727,0.5923198416346241,0.9892835490887357,0.15,276,128.0,SGD,61599.02419044771,0.95,61.59902419044771,75.61452944137169,24,Very High,Low,Moderate,Very High
2020,3,Model_56,3.0,Supervised,371.335985043092,33.73769027118956,0.7708887312383881,0.736703435514595,0.8014747324206172,0.5908140389078075,0.15,457,32.0,SGD,12362.88599425583,0.77,12.36288599425583,75.78937885800994,9,High,Low,Moderate,Very High
2012,1,Model_17,4.0,Reinforcement,346.0681722234655,58.3905248006947,0.707679869746769,0.501997192740626,0.7025085190192598,0.7969032180135004,0.29,364,32.0,Adamax,341.4648993335431,0.47,0.3414648993335431,77.17304690800506,0,High,Low,Moderate,High
2010,6,Model_92,5.0,Supervised,984.3863111841856,37.5497101503943,0.6656212878119535,0.8142918773689352,0.9314988962853383,0.8427974216765637,0.29,23,16.0,SGD,336.9211044930063,0.4,0.3369211044930063,82.61064952475873,0,High,Low,Moderate,High
2015,11,Model_82,2.0,Supervised,448.0957172543762,31.62437435981319,0.7470500764625438,0.6411714324349344,0.7515960764774301,0.5801157527679167,0.16,219,16.0,Adamax,661.496389911322,0.61,0.661496389911322,52.71852303347283,0,Low,Low,Strict,Moderate
2011,9,Model_97,5.0,Unsupervised,442.6140172511479,140.0878379926374,0.5711305264895519,0.796933556344916,0.7703823467758179,0.6719851115351655,0.1,401,128.0,RMSprop,556.3696563867263,0.45,0.5563696563867263,62.57368651752459,0,High,Low,Strict,High
2017,8,Model_79,6.0,Reinforcement,1153.396977209491,53.91272324187181,0.8039343419286058,0.7028079336019173,0.6354517115286735,0.7066146120804332,0.16,298,512.0,RMSprop,4946.726081745124,0.61,4.946726081745124,74.69589131531535,3,High,High,Moderate,High
2019,11,Model_22,2.0,Supervised,413.6796959994493,30.27517040034033,0.4020777454294555,0.759490835325849,0.6259880558212445,0.8406174981843538,0.21,-18,512.0,SGD,60661.49674402307,0.79,60.66149674402307,100.0,18,Very High,Low,Flexible,High
2014,7,Model_27,5.0,Supervised,128.7963625408801,47.48832909061123,0.971130937726226,0.9566497984132791,0.6661957852600885,0.4914983236438965,0.26,420,128.0,Adam,320.5379635684123,0.6,0.3205379635684123,100.0,0,High,High,Flexible,High
2016,10,Model_55,5.0,Reinforcement,526.3013928607622,65.2868280473741,0.4565985220272084,0.7157019911393044,0.4182730480054004,0.8526233939488788,0.18,441,16.0,SGD,7131.010601805269,0.61,7.131010601805269,77.07125728528759,3,High,High,Moderate,High
2019,8,Model_32,7.0,Reinforcement,487.9000910157949,33.43365206547703,0.767398262605376,0.8841397867810655,0.8543158337419918,0.756773183153845,0.2,45,128.0,SGD,13923.56086160626,0.69,13.92356086160626,58.12685375863794,8,Moderate,Moderate,Strict,High
2021,6,Model_60,8.0,Supervised,564.1863990475131,67.48865319410379,0.9296325385338013,1.0,0.4828905035544201,0.8610864671288623,0.13,286,64.0,Adam,42483.79428064432,0.86,42.48379428064433,77.30803900761711,18,High,Low,Moderate,Very High
2011,9,Model_83,7.0,Reinforcement,686.9887329684497,76.28284399369521,0.5405447336007341,0.644407407278986,0.5956499871686127,1.0,0.21,237,16.0,SGD,582.5219081499779,0.49,0.5825219081499778,79.36435652844298,0,High,Low,Moderate,High
2022,3,Model_28,4.0,Supervised,331.1478791365502,71.39159473750526,0.9083996815261636,0.950296641873721,1.0,0.7903640717907799,0.22,412,256.0,SGD,90726.44893348156,0.87,90.72644893348156,56.15468594309631,30,High,Low,Strict,High
2017,10,Model_28,7.0,Reinforcement,784.6059237065169,38.40323826004115,0.6737874583518909,0.6618316376575443,0.8068878199936201,0.8216098325592649,0.13,155,64.0,SGD,3964.297306948006,0.73,3.964297306948006,74.84321775100024,2,High,High,Moderate,High
2011,10,Model_74,6.0,Supervised,969.9304638704009,162.0784303262302,0.8399773203549065,0.6061397347124501,0.6347434771414686,0.8038844924843281,0.16,279,64.0,Adamax,743.9890707391545,0.31,0.7439890707391545,58.94999323334717,0,Low,Low,Strict,Low
2013,9,Model_84,7.0,Reinforcement,302.6353223137477,15.81965424928538,0.776063064666539,0.9014954230393292,0.6424455414972999,1.0,0.16,199,64.0,Adamax,221.7621838400365,0.59,0.2217621838400365,58.49437520073517,0,Low,Low,Strict,Low
2010,4,Model_25,5.0,Supervised,822.8272318894664,75.08000725224062,0.832185731015362,0.7477868416651738,0.8799579430389589,0.5459506292003251,0.28,355,64.0,RMSprop,570.9152324495632,0.46,0.5709152324495632,46.23686017947528,0,Low,Low,Very Strict,Low
2014,7,Model_85,5.0,Reinforcement,672.8215417954608,50.31671902046775,0.9601118171627154,0.6355135995829584,0.7670782645654425,0.8806254449927723,,268,32.0,SGD,359.4584508909866,0.62,0.3594584508909866,100.0,0,High,High,Flexible,High
2018,9,Model_78,5.0,Reinforcement,207.7696006448932,51.66426757549451,0.6641343648855572,0.7864557122116099,0.7211502839404698,0.5905504386409455,0.24,172,64.0,SGD,5983.302487992112,0.69,5.983302487992113,100.0,3,High,High,Flexible,High
2010,2,Model_86,7.0,Supervised,215.1737766860038,25.4061675769206,0.86479086030793,0.73440147518448,0.7992761879348768,0.6955131971522777,0.18,111,16.0,Adamax,342.674138293129,0.39,0.342674138293129,62.32069674761794,0,High,Low,Strict,High
2018,2,Model_26,5.0,Unsupervised,554.4388732173154,90.04678061390433,0.7564723063295675,0.6231323816592123,0.6600011689299277,0.7828957303308097,0.18,361,16.0,SGD,5629.891751370298,0.82,5.629891751370298,52.01672046610467,3,Moderate,Moderate,Strict,High
2020,9,Model_75,2.0,Reinforcement,374.4006503366993,45.87312677364179,0.8696596501871041,0.8424115104375328,0.5236454490203979,0.7196975671553415,0.16,77,64.0,SGD,98775.11198475258,0.87,98.77511198475258,86.36748862280811,26,Very High,Low,Flexible,Very High
2017,12,Model_71,,Supervised,735.975426547321,26.97042125353563,0.5592651738719211,0.578894147487153,0.6424601654801635,0.5940508800801837,0.15,120,512.0,RMSprop,1470.521410618965,0.62,1.470521410618965,100.0,1,High,High,Flexible,High
2015,3,Model_17,7.0,Unsupervised,167.0871663560677,79.37656680103832,0.7721392571906266,0.5337665762109003,0.4303458608084446,0.6753428157793119,0.29,77,32.0,RMSprop,926.8900316534872,0.6,0.9268900316534872,49.63814094461489,0,Low,Low,Very Strict,Moderate
2016,9,Model_82,7.0,Unsupervised,193.5478345034873,67.88545757909455,0.5709202672179834,0.7028852609669268,0.8490677851890536,0.5775148009071567,0.19,278,64.0,RMSprop,9534.665750405218,0.72,9.534665750405217,96.67503445695282,3,High,High,Flexible,High
2012,5,Model_7,6.0,Supervised,808.740922465876,58.59109310475419,0.7821397267678253,0.4554542064833523,0.7382979668982734,0.9204709437201878,0.17,225,512.0,RMSprop,145.2804901737419,0.47,0.1452804901737419,58.68915471306807,0,Low,Low,Strict,Low
2010,6,Model_56,3.0,Reinforcement,732.3707480976302,41.76497441280384,0.8874175572649867,0.6227547131643945,0.6951135118396231,1.0,0.17,146,512.0,Adamax,793.3813418706326,0.37,0.7933813418706326,57.85431207075833,0,Low,Low,Strict,Low
2014,2,Model_64,1.0,Supervised,645.1491945956724,56.35807043739884,0.6281861552133828,0.6306855287147751,0.7285589920885115,0.7772639494997104,0.17,288,64.0,SGD,330.7544760610589,0.51,0.3307544760610589,72.91719475196653,0,High,High,Moderate,High
2021,8,Model_20,4.0,Reinforcement,564.0445785750544,48.35775635431609,0.6203241843264198,0.741205313921094,0.5944479533812979,0.8065209287813091,0.14,18,32.0,Adam,78007.12548545515,0.83,78.00712548545515,87.69569500420307,25,Very High,Low,Flexible,Very High
2021,11,Model_38,9.0,Unsupervised,670.1910071430882,2.613673377856156,0.8164359169949855,1.0,1.0,0.7190970537232712,0.14,58,64.0,Adam,18864.86052577297,0.93,18.86486052577297,57.69278010023995,12,Moderate,Moderate,Strict,High
2011,9,Model_75,5.0,Reinforcement,149.5381016107465,65.60569981175738,0.6966349931609792,0.6664826470197653,0.5858032833932171,0.8321060650484002,0.23,187,256.0,Adam,310.7041446329204,0.37,0.3107041446329204,80.98062113364448,0,High,Low,Moderate,High
2014,2,Model_58,4.0,Supervised,219.7420378780922,10.09173684884976,0.6586685792264614,0.5377279299809737,0.5012252459950467,0.5875559654197173,0.1,123,512.0,SGD,997.7576314796049,0.58,0.997757631479605,63.92069348733531,0,High,High,Strict,High
2017,6,Model_16,4.0,Supervised,214.4939726466884,46.33872578564618,0.6940819082151717,0.9464720058769325,0.4617714095760552,0.6971945861674234,0.25,164,16.0,Adamax,3249.6714274376,0.67,3.249671427437601,63.09853743941019,2,High,High,Strict,High
2020,6,Model_51,7.0,Unsupervised,560.4426139060503,44.16479905783739,0.9555330677138703,0.8910188103499627,0.4251373673803118,0.9804627829501473,0.13,191,32.0,RMSprop,22513.67202853747,0.86,22.51367202853747,81.04318130575102,12,High,Low,Moderate,Very High
2018,8,Model_27,4.0,Supervised,118.3963782657199,51.60207884556215,0.9358284611007546,0.5085517581209505,0.9637445263755131,0.8433266103669291,0.26,338,32.0,Adam,5773.476476716605,0.66,5.773476476716605,82.19635943767373,3,High,High,Moderate,High
2011,10,Model_51,6.0,Reinforcement,130.4678865279507,55.04144203735758,1.0,0.7049570160630402,0.6164547016250306,0.857457614990395,0.17,294,16.0,RMSprop,602.6470630793531,0.43,0.6026470630793531,67.40530409059343,0,High,Low,Strict,High
2021,12,Model_75,2.0,Supervised,553.629772630931,16.28837417570805,0.9215028440894214,0.6883471243010832,0.7814688720092451,0.6192345953712699,0.13,363,128.0,SGD,98851.23744218604,0.84,98.85123744218605,67.99493372714687,28,High,Low,Strict,High
2012,5,Model_16,7.0,Supervised,621.3454882262181,30.70245418802669,0.7636028258437262,1.0,0.6750249146246807,0.6277469328403115,0.25,54,256.0,SGD,844.6209761526429,0.41,0.844620976152643,60.5948509987378,0,High,Low,Strict,High
2012,9,Model_87,3.0,Supervised,469.9980959060425,26.25863113363342,0.8383289622591313,0.3916993013430097,0.5296143660820779,0.7366649623812411,0.19,351,128.0,Adamax,600.2182733163198,0.45,0.6002182733163198,83.44711268466897,0,High,Low,Moderate,High
2010,1,Model_60,3.0,Reinforcement,234.1298679839537,65.31407563174363,0.7309697607318741,0.7828691375494097,0.7008991690591946,0.7090499697215018,0.13,432,128.0,Adam,147.6954190452591,0.4,0.1476954190452591,83.2131905312884,0,High,Low,Moderate,High
2017,9,Model_76,6.0,Reinforcement,543.5380119526151,58.47754526203788,0.5963678101265122,0.9083803610572595,0.7430164253549433,0.6104542626938666,0.22,19,64.0,Adam,1166.832910150516,0.69,1.166832910150516,57.98826706468164,1,Low,Moderate,Strict,Moderate
2015,10,Model_40,4.0,Unsupervised,193.9369337879472,141.8050844044065,0.7430320292849922,0.7103537520140152,0.8092914138864818,0.7108129852797844,0.22,219,16.0,RMSprop,498.7007037714303,0.56,0.4987007037714303,60.81516966829444,0,High,High,Strict,High
2021,7,Model_67,7.0,Reinforcement,469.6000809612521,65.42649594215104,0.744141910724546,0.6680974341338001,0.6637426195802568,0.6452948793545823,0.23,312,64.0,Adam,72244.39827216032,0.91,72.24439827216032,94.8432231970863,24,Very High,Low,Flexible,Very High
2022,4,Model_2,6.0,Supervised,300.3945534392224,29.37268173240947,0.8233616117035947,0.8398016208667446,0.799769898494783,0.8802707039987124,0.16,186,256.0,Adam,72737.24454026284,0.94,72.73724454026284,70.25508585495197,26,High,Low,Moderate,High
2017,3,Model_48,8.0,Supervised,347.8564289333655,12.43368855151447,0.6962583244025836,0.8546946332794484,0.8341485160848703,0.8204130128994357,0.1,154,64.0,SGD,8411.817921670785,0.66,8.411817921670785,57.5415393367602,4,Moderate,Moderate,Strict,Moderate
2020,10,Model_52,3.0,Reinforcement,177.9911897273147,48.26819054962428,0.780504416712,0.9960535214120545,0.6455815467830157,0.5554561165584903,0.25,456,16.0,SGD,88141.88761703594,0.85,88.14188761703595,85.04742196239518,24,Very High,Low,Flexible,Very High
2018,11,Model_24,5.0,Reinforcement,314.6790998469313,16.17262290457735,0.8215208918310174,0.4335457845605526,0.7485707420431409,0.6670013718496045,0.1,47,32.0,SGD,7254.014820760057,0.65,7.254014820760057,72.23141085539206,4,High,High,Moderate,High
2014,6,Model_93,6.0,Unsupervised,1068.900763610106,55.05993744917368,0.678398227340489,0.5923759174190821,0.6917513262081962,0.7628060065619199,0.16,209,64.0,Adamax,253.6182570625161,0.58,0.2536182570625161,66.53855682143974,0,High,High,Strict,High
2021,12,Model_98,3.0,Reinforcement,809.2534788150331,24.91730209371957,0.7302561008375901,0.813266668137539,0.2673742241081157,0.5510634459519865,0.16,259,16.0,Adam,53563.21045127322,0.87,53.56321045127322,66.97944003696713,21,High,Low,Strict,High
2012,1,Model_84,4.0,Unsupervised,230.0902171818239,55.49982074201958,0.8730496285554947,0.6310339526995355,0.7160791187119626,0.8761066878311381,0.15,424,512.0,RMSprop,204.8068624408131,0.5,0.2048068624408131,65.93972122106206,0,High,Low,Strict,High
2014,3,Model_82,8.0,Unsupervised,581.7351617496593,32.70019043540953,0.5392697533510169,0.7764286570499154,0.7414602198227882,0.7188695597605226,0.17,52,32.0,Adam,595.5171429198542,0.63,0.5955171429198542,65.61744115572026,0,High,High,Strict,High
2014,2,Model_78,4.0,Reinforcement,248.7483620741047,68.26029013193377,1.0,0.839869336420449,0.7835475031119697,0.6707134224651833,,379,32.0,Adam,214.1512056454536,0.48,0.2141512056454536,45.800790103023,0,Low,Low,Very Strict,Low
2014,11,Model_82,4.0,Unsupervised,204.3132057218277,0.004623205097654903,0.6904049667729301,0.6607720556240734,0.6152566086151321,0.4790059773639634,0.26,124,32.0,Adam,570.6447540621115,0.59,0.5706447540621115,56.9999543217271,0,Low,Low,Strict,Low
2012,9,Model_2,4.0,Unsupervised,798.3548405711832,36.8939824083276,0.9926294493345937,0.7056064620945334,0.785833137148516,1.0,0.13,324,32.0,Adamax,450.1160685002109,0.47,0.4501160685002109,62.77881988494981,0,High,Low,Strict,High
2020,3,Model_65,4.0,Supervised,854.859943271898,86.5610266850588,0.9961334897191655,0.8941294346895977,0.7896949909676263,0.7066016162294462,0.26,201,16.0,SGD,16804.47336392404,0.79,16.80447336392404,100.0,10,High,Low,Flexible,Very High
2019,2,Model_20,8.0,Supervised,405.5999370058203,30.06451063421387,0.6180640596471579,0.8020213705157172,0.6054958539790924,0.6474274266930603,0.13,482,16.0,Adamax,84717.8208666201,0.74,84.7178208666201,65.67697969589413,21,High,Low,Strict,High
2013,4,Model_34,7.0,,623.390545324389,60.7365228404613,0.7694129834822842,0.7808567303427536,0.5757598415231672,0.8736343699147044,0.26,351,256.0,Adam,666.9099862378997,0.5,0.6669099862378998,77.15914506240924,0,High,High,Moderate,High
2018,2,Model_41,7.0,Reinforcement,92.52281999434479,116.6978794275949,0.7841716223514295,0.6221355860214072,0.7784831954477657,0.8640623314258409,0.16,44,64.0,Adam,4395.579694903116,0.71,4.395579694903115,100.0,3,High,High,Flexible,High
2022,1,Model_41,5.0,Supervised,287.2530453777714,32.76274433418438,0.7969163491838096,0.772718510475209,0.7376258713000055,0.799889842913983,0.11,222,512.0,Adamax,45521.19739857033,0.84,45.52119739857033,99.51762693981256,21,High,Low,Flexible,Very High
2019,6,Model_75,7.0,Unsupervised,459.1392860613721,44.59463831501412,0.77076750712333,0.6126854029305359,0.8502046038709454,0.5510411007064475,0.29,406,64.0,SGD,72268.58573806497,0.74,72.26858573806497,56.18161339880017,20,High,Low,Strict,High
2018,10,Model_91,4.0,,465.985077144626,72.92611804253738,0.4998217345301424,0.6955478474997339,0.7520782349867892,0.7818488140327038,0.23,177,32.0,Adamax,5407.075543248708,0.77,5.407075543248707,56.01703425109908,3,Moderate,Moderate,Strict,High
2011,8,Model_23,7.0,Supervised,150.0027824768226,5.199887665020913,0.8747483360178937,0.5689240306248586,0.9761616341849998,0.3135341978309544,0.19,90,64.0,RMSprop,394.8446925256667,0.44,0.3948446925256667,55.15267841319324,0,Low,Low,Strict,Low
2017,10,Model_38,2.0,Reinforcement,183.0242214065989,42.14956308677402,1.0,0.6783480995935808,0.8006320971219725,0.904038768775446,0.13,143,16.0,RMSprop,4462.772416088342,0.74,4.462772416088342,98.62602563652352,2,High,High,Flexible,High
2017,10,Model_44,2.0,Reinforcement,465.3528056619513,68.16011820511525,0.7633430834388807,0.702673062293633,0.8575780197500754,0.5098967877012186,0.11,54,512.0,RMSprop,2889.591306260071,0.67,2.889591306260071,100.0,2,High,High,Flexible,High
2016,2,Model_67,5.0,Reinforcement,253.0303859205464,19.26282941123853,0.7050338167042245,0.5985834423319849,0.5631174666750596,0.7866158963964716,0.25,43,128.0,SGD,6321.594675805968,0.71,6.321594675805968,84.89980924410585,2,High,High,Moderate,High
2017,9,Model_62,5.0,Reinforcement,159.4255453965833,73.93571874586695,0.8542263653809166,0.8235501805536483,0.9836913756295307,0.5826534089474955,,241,128.0,SGD,3432.261351890517,0.8,3.432261351890517,82.9542705743469,2,High,High,Moderate,High
2012,3,Model_12,8.0,Supervised,309.1782899962462,36.90449365130536,0.9420779999723738,0.7399293936779171,0.7544575755370183,0.7470807487456899,0.28,278,512.0,SGD,153.1665834327247,0.46,0.1531665834327247,91.99884034562064,0,High,Low,Flexible,High
2022,8,Model_30,6.0,Unsupervised,792.6659101484097,13.96396590008335,0.7789881076277168,1.0,0.834661729200446,0.910508460424445,0.2,152,256.0,Adam,11790.04706937322,0.89,11.79004706937322,87.20395380189169,10,High,Low,Flexible,Very High
2015,12,Model_95,5.0,Unsupervised,412.3691971904146,30.13467483912683,0.5822732447890737,0.439772575573471,0.9382458850309846,0.6156179287843733,0.16,330,64.0,RMSprop,537.3460490224385,0.63,0.5373460490224384,60.5159572017283,0,High,High,Strict,High
2010,8,Model_87,8.0,Supervised,342.8764797371854,8.002157769962695,0.6404539868210877,0.8851636041507266,0.7625778403868486,0.7004667880726254,0.13,475,16.0,SGD,799.5557477271666,0.39,0.7995557477271666,100.0,0,High,Low,Flexible,High
2016,3,Model_65,5.0,Unsupervised,586.7488374199953,41.72289712285612,0.8230439599726779,0.9905202891807525,0.8335429846221232,0.6174015823119988,0.16,404,256.0,SGD,7012.11705771023,0.63,7.01211705771023,65.13166524346607,3,High,High,Strict,High
2010,3,Model_41,7.0,Unsupervised,360.9100481037287,-1.345963184900775,0.6322400141012199,0.6666266435029454,0.8777187422947085,0.6722649627511609,0.26,186,512.0,Adamax,738.9616297999036,0.42,0.7389616297999035,91.75653493250748,0,High,Low,Flexible,High
2018,12,Model_20,4.0,Supervised,481.4136260534552,30.61869454982428,0.6241649595925243,0.6498053112611911,0.947266549637871,0.8520005844471734,0.24,53,32.0,Adamax,2017.431015131292,0.8,2.017431015131292,49.87518276494584,2,Low,Moderate,Very Strict,High
2010,6,Model_6,7.0,Reinforcement,118.3719564734211,41.85582690641677,0.8023303189656597,0.7538284358566701,0.7040130415547953,0.8074420737985956,0.29,357,,Adam,364.6776455669493,0.38,0.3646776455669493,78.26974808936009,0,High,Low,Moderate,High
2010,1,Model_75,6.0,,929.2066239981451,69.45762059201451,0.6732597217317697,0.8057928653482929,0.4318651951273231,0.9422895076844142,0.14,269,64.0,Adamax,649.774867806232,0.4,0.6497748678062321,51.38975274701218,0,Low,Low,Strict,Low
2016,4,Model_99,5.0,Reinforcement,496.292249434923,27.55717533336508,0.6260393593632881,0.6338505053733239,0.6226423560700296,0.7940479964834797,0.13,42,16.0,RMSprop,8001.687330219645,0.68,8.001687330219644,27.84858966613533,3,Moderate,Moderate,Very Strict,Moderate
2011,1,Model_4,3.0,Unsupervised,647.8830866550549,35.50948551328801,0.6962603620443872,0.7273419462426118,0.5660713302442523,0.8421943153184499,0.22,106,32.0,Adamax,868.3908581682086,0.46,0.8683908581682086,90.86417628527307,0,High,Low,Flexible,High
